| TRAIN SET | Epoch [01/100], Step [0000/3466], Loss: 7.1871
| TRAIN SET | Epoch [01/100], Step [0100/3466], Loss: 5.1992
| TRAIN SET | Epoch [01/100], Step [0200/3466], Loss: 4.5936
| TRAIN SET | Epoch [01/100], Step [0300/3466], Loss: 4.0681
| TRAIN SET | Epoch [01/100], Step [0400/3466], Loss: 4.4290
| TRAIN SET | Epoch [01/100], Step [0500/3466], Loss: 4.5786
| TRAIN SET | Epoch [01/100], Step [0600/3466], Loss: 4.4123
| TRAIN SET | Epoch [01/100], Step [0700/3466], Loss: 3.8891
| TRAIN SET | Epoch [01/100], Step [0800/3466], Loss: 4.0376
| TRAIN SET | Epoch [01/100], Step [0900/3466], Loss: 4.4016
| TRAIN SET | Epoch [01/100], Step [1000/3466], Loss: 3.9164
| TRAIN SET | Epoch [01/100], Step [1100/3466], Loss: 4.1933
| TRAIN SET | Epoch [01/100], Step [1200/3466], Loss: 4.8387
| TRAIN SET | Epoch [01/100], Step [1300/3466], Loss: 3.8673
| TRAIN SET | Epoch [01/100], Step [1400/3466], Loss: 4.3808
| TRAIN SET | Epoch [01/100], Step [1500/3466], Loss: 4.6407
| TRAIN SET | Epoch [01/100], Step [1600/3466], Loss: 4.2699
| TRAIN SET | Epoch [01/100], Step [1700/3466], Loss: 4.8050
| TRAIN SET | Epoch [01/100], Step [1800/3466], Loss: 4.1438
| TRAIN SET | Epoch [01/100], Step [1900/3466], Loss: 3.8284
| TRAIN SET | Epoch [01/100], Step [2000/3466], Loss: 4.3119
| TRAIN SET | Epoch [01/100], Step [2100/3466], Loss: 4.1232
| TRAIN SET | Epoch [01/100], Step [2200/3466], Loss: 4.2118
| TRAIN SET | Epoch [01/100], Step [2300/3466], Loss: 4.5170
| TRAIN SET | Epoch [01/100], Step [2400/3466], Loss: 4.0807
| TRAIN SET | Epoch [01/100], Step [2500/3466], Loss: 4.2387
| TRAIN SET | Epoch [01/100], Step [2600/3466], Loss: 4.2187
| TRAIN SET | Epoch [01/100], Step [2700/3466], Loss: 3.6214
| TRAIN SET | Epoch [01/100], Step [2800/3466], Loss: 4.2295
| TRAIN SET | Epoch [01/100], Step [2900/3466], Loss: 4.2954
| TRAIN SET | Epoch [01/100], Step [3000/3466], Loss: 4.2657
| TRAIN SET | Epoch [01/100], Step [3100/3466], Loss: 4.0172
| TRAIN SET | Epoch [01/100], Step [3200/3466], Loss: 4.1009
| TRAIN SET | Epoch [01/100], Step [3300/3466], Loss: 4.1265
| TRAIN SET | Epoch [01/100], Step [3400/3466], Loss: 4.3570
| TRAIN SET | Epoch [01/100], Loss: 4.2626, Acc(Exp1): 0.3394, Acc(Exp2): 0.3385 

| VALID SET | Epoch [01/100], Step [0000/1674], Loss: 4.1940
| VALID SET | Epoch [01/100], Step [0100/1674], Loss: 3.9750
| VALID SET | Epoch [01/100], Step [0200/1674], Loss: 4.1653
| VALID SET | Epoch [01/100], Step [0300/1674], Loss: 4.1268
| VALID SET | Epoch [01/100], Step [0400/1674], Loss: 3.9912
| VALID SET | Epoch [01/100], Step [0500/1674], Loss: 4.2123
| VALID SET | Epoch [01/100], Step [0600/1674], Loss: 3.6043
| VALID SET | Epoch [01/100], Step [0700/1674], Loss: 4.3060
| VALID SET | Epoch [01/100], Step [0800/1674], Loss: 4.1317
| VALID SET | Epoch [01/100], Step [0900/1674], Loss: 4.2597
| VALID SET | Epoch [01/100], Step [1000/1674], Loss: 4.0645
| VALID SET | Epoch [01/100], Step [1100/1674], Loss: 4.3634
| VALID SET | Epoch [01/100], Step [1200/1674], Loss: 4.1730
| VALID SET | Epoch [01/100], Step [1300/1674], Loss: 4.4336
| VALID SET | Epoch [01/100], Step [1400/1674], Loss: 3.9143
| VALID SET | Epoch [01/100], Step [1500/1674], Loss: 4.2877
| VALID SET | Epoch [01/100], Step [1600/1674], Loss: 4.5531
| VALID SET | Epoch [01/100], Loss: 4.0892, Acc(Exp1): 0.3470, Acc(Exp2): 0.3459 

| TRAIN SET | Epoch [02/100], Step [0000/3466], Loss: 4.1099
| TRAIN SET | Epoch [02/100], Step [0100/3466], Loss: 4.2429
| TRAIN SET | Epoch [02/100], Step [0200/3466], Loss: 3.9153
| TRAIN SET | Epoch [02/100], Step [0300/3466], Loss: 4.1112
| TRAIN SET | Epoch [02/100], Step [0400/3466], Loss: 3.9141
| TRAIN SET | Epoch [02/100], Step [0500/3466], Loss: 4.4529
| TRAIN SET | Epoch [02/100], Step [0600/3466], Loss: 4.1461
| TRAIN SET | Epoch [02/100], Step [0700/3466], Loss: 4.5569
| TRAIN SET | Epoch [02/100], Step [0800/3466], Loss: 4.4893
| TRAIN SET | Epoch [02/100], Step [0900/3466], Loss: 4.0581
| TRAIN SET | Epoch [02/100], Step [1000/3466], Loss: 4.2225
| TRAIN SET | Epoch [02/100], Step [1100/3466], Loss: 4.0132
| TRAIN SET | Epoch [02/100], Step [1200/3466], Loss: 3.9026
| TRAIN SET | Epoch [02/100], Step [1300/3466], Loss: 4.2837
| TRAIN SET | Epoch [02/100], Step [1400/3466], Loss: 4.0740
| TRAIN SET | Epoch [02/100], Step [1500/3466], Loss: 4.3391
| TRAIN SET | Epoch [02/100], Step [1600/3466], Loss: 4.3557
| TRAIN SET | Epoch [02/100], Step [1700/3466], Loss: 3.9053
| TRAIN SET | Epoch [02/100], Step [1800/3466], Loss: 4.2728
| TRAIN SET | Epoch [02/100], Step [1900/3466], Loss: 4.1330
| TRAIN SET | Epoch [02/100], Step [2000/3466], Loss: 4.1283
| TRAIN SET | Epoch [02/100], Step [2100/3466], Loss: 3.7643
| TRAIN SET | Epoch [02/100], Step [2200/3466], Loss: 4.4790
| TRAIN SET | Epoch [02/100], Step [2300/3466], Loss: 3.0969
| TRAIN SET | Epoch [02/100], Step [2400/3466], Loss: 3.2799
| TRAIN SET | Epoch [02/100], Step [2500/3466], Loss: 2.9810
| TRAIN SET | Epoch [02/100], Step [2600/3466], Loss: 3.3184
| TRAIN SET | Epoch [02/100], Step [2700/3466], Loss: 3.1741
| TRAIN SET | Epoch [02/100], Step [2800/3466], Loss: 2.7185
| TRAIN SET | Epoch [02/100], Step [2900/3466], Loss: 2.9050
| TRAIN SET | Epoch [02/100], Step [3000/3466], Loss: 2.7614
| TRAIN SET | Epoch [02/100], Step [3100/3466], Loss: 2.7142
| TRAIN SET | Epoch [02/100], Step [3200/3466], Loss: 2.7490
| TRAIN SET | Epoch [02/100], Step [3300/3466], Loss: 2.9365
| TRAIN SET | Epoch [02/100], Step [3400/3466], Loss: 2.3852
| TRAIN SET | Epoch [02/100], Loss: 3.7328, Acc(Exp1): 0.3814, Acc(Exp2): 0.3672 

| VALID SET | Epoch [02/100], Step [0000/1674], Loss: 2.6311
| VALID SET | Epoch [02/100], Step [0100/1674], Loss: 3.0322
| VALID SET | Epoch [02/100], Step [0200/1674], Loss: 2.4968
| VALID SET | Epoch [02/100], Step [0300/1674], Loss: 2.4185
| VALID SET | Epoch [02/100], Step [0400/1674], Loss: 2.7112
| VALID SET | Epoch [02/100], Step [0500/1674], Loss: 2.6592
| VALID SET | Epoch [02/100], Step [0600/1674], Loss: 2.4902
| VALID SET | Epoch [02/100], Step [0700/1674], Loss: 2.7886
| VALID SET | Epoch [02/100], Step [0800/1674], Loss: 2.3547
| VALID SET | Epoch [02/100], Step [0900/1674], Loss: 2.6026
| VALID SET | Epoch [02/100], Step [1000/1674], Loss: 2.5637
| VALID SET | Epoch [02/100], Step [1100/1674], Loss: 2.7046
| VALID SET | Epoch [02/100], Step [1200/1674], Loss: 2.6241
| VALID SET | Epoch [02/100], Step [1300/1674], Loss: 2.6896
| VALID SET | Epoch [02/100], Step [1400/1674], Loss: 2.8533
| VALID SET | Epoch [02/100], Step [1500/1674], Loss: 3.1811
| VALID SET | Epoch [02/100], Step [1600/1674], Loss: 3.0706
| VALID SET | Epoch [02/100], Loss: 2.7789, Acc(Exp1): 0.4923, Acc(Exp2): 0.4510 

| TRAIN SET | Epoch [03/100], Step [0000/3466], Loss: 2.9483
| TRAIN SET | Epoch [03/100], Step [0100/3466], Loss: 2.4972
| TRAIN SET | Epoch [03/100], Step [0200/3466], Loss: 3.0893
